C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_244.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_244.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_244.jpg,0,0,0,9.248371E-06
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_310.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_310.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_310.jpg,0,0,0,1.337291E-05
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_376.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_376.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_376.jpg,0,0,0,6.423022E-06
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_443.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_443.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_443.jpg,0,0,0,1.5267E-05
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_517.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_517.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_517.jpg,0,0,0,9.347157E-06
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_584.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_584.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_584.jpg,0,0,0,4.49626E-06
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_651.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_651.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_651.jpg,0,0,0,3.518476E-06
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_718.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_718.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_718.jpg,0,0,0,1.702867E-05
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_784.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_784.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_784.jpg,0,0,0,1.939681E-05
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_857.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_857.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_857.jpg,0,0,0,1.13112E-05
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_931.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_931.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_931.jpg,0,0,0,3.009686E-06
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_09_997.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_09_997.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_09_997.jpg,0,0,0,1.384317E-05
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_10_064.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_10_064.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_10_064.jpg,0,0,0,3.616402E-06
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_10_132.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_10_132.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_10_132.jpg,0,0,0,2.526193E-06
C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\center_2021_01_26_18_26_10_198.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\left_2021_01_26_18_26_10_198.jpg,C:\Users\Sergei Karimov\Desktop\beta_simulator_windows\data\IMG\right_2021_01_26_18_26_10_198.jpg,0,0.0202509,0,0.008360625
